Date,Price,Inflation_Rate,Interest_Rate,Oil_Price,USD_Index,Year,Month,Day,Weekday,Quarter,Price_MA7,Price_MA30,Price_Lag1,Price_Lag7
2019-02-24,59.590923132742624,2.638515579580928,3.139616818745365,40.47305055336838,91.3589360805892,2019,2,24,6,1,53.82186638087807,52.1979243219125,57.41216019557345,59.146509269101145
2019-02-25,59.17447288473762,2.2448699802535743,6.210429643263543,37.626623117956335,90.60069548488516,2019,2,25,0,1,54.32377159944878,52.41679734570731,59.590923132742624,55.66113635474263
2019-02-26,50.4041314419372,3.708482558940037,5.3387878240929325,41.49957112962834,91.70289912415002,2019,2,26,1,1,55.06579167701404,52.55090679030101,59.17447288473762,45.209990898980415
2019-02-27,53.13630394768807,3.4231169978107614,4.151729491721548,41.34173721020545,92.98972321559252,2019,2,27,2,1,54.695583913589225,52.51890182682862,50.4041314419372,55.72775829166181
2019-02-28,56.42082975285572,2.45837491279016,7.468035140471784,41.10604856099842,89.19654824505484,2019,2,28,3,1,55.28940619092575,52.75636561594277,53.13630394768807,52.26407381150001
2019-03-01,59.724385000343446,1.8715702170199604,2.1256047069604,41.70938207487988,90.42095860613954,2019,3,1,4,1,56.5518866222683,53.049718864322465,56.42082975285572,50.88702198094556
2019-03-02,52.53293494439896,4.952143864622368,3.894638907496976,42.50005899674144,88.27874249127673,2019,3,2,5,1,55.854854443529085,53.15228769561358,59.724385000343446,57.41216019557345
2019-03-03,54.08265801920008,2.8160064847844595,2.34128838666588,41.70414725850005,90.86077858631724,2019,3,3,6,1,55.06795942730873,52.89477827097854,52.53293494439896,59.590923132742624
2019-03-04,49.56142480138279,3.753096943120948,6.599163897329763,39.50922753267045,91.04447419811352,2019,3,4,0,1,53.69466684397232,52.79478541499428,54.08265801920008,59.17447288473762
2019-03-05,49.19421331990333,1.562211870313443,6.212644724682756,43.04246815924655,90.6508707432648,2019,3,5,1,1,53.52182139796748,52.85384956803391,49.56142480138279,50.4041314419372
2019-03-06,59.32002232117143,2.942358798637591,3.9881133124179033,38.20421377303533,90.04645219022841,2019,3,6,2,1,54.405209737036536,52.93432648864283,49.19421331990333,53.13630394768807
2019-03-07,62.12074012094831,1.110146879477862,6.053977413242438,38.03510107666928,88.66242414755757,2019,3,7,3,1,55.21948264676405,53.445987203960236,59.32002232117143,56.42082975285572
2019-03-08,55.06163613908628,3.0218204716418,4.375623357175699,43.64703568819832,91.09642524967684,2019,3,8,4,1,54.55337566658445,53.48132168675647,62.12074012094831,59.724385000343446
2019-03-09,60.52149800534183,4.856069628470809,6.537522748534606,43.215573950623394,92.18927895269957,2019,3,9,5,1,55.69459896100487,54.05733562594553,55.06163613908628,52.53293494439896
2019-03-10,57.39416041001364,2.536826851943201,4.725101976420237,42.11960138376212,90.15377891556996,2019,3,10,6,1,56.167670731121085,54.42111940716363,60.52149800534183,54.08265801920008
2019-03-11,52.4425282806436,1.1559840502996463,4.4736783669899935,39.47635381195754,91.1958102028457,2019,3,11,0,1,56.57925694244407,54.362936010978345,57.39416041001364,49.56142480138279
2019-03-12,57.557251850105054,1.123823163677374,7.608379492929806,40.88428764767704,89.19855886292169,2019,3,12,1,1,57.77397673247288,54.382237617457605,52.4425282806436,49.19421331990333
2019-03-13,63.522603423786585,2.551947039787478,3.5052745993442014,41.80747474120969,91.23486914255342,2019,3,13,2,1,58.374345461417896,54.692162433897366,57.557251850105054,59.32002232117143
2019-03-14,55.73543716480073,1.6400997458527762,2.7226840399793923,39.17403900699197,90.3952266836354,2019,3,14,3,1,57.46215932482539,54.78761291000417,63.522603423786585,62.12074012094831
2019-03-15,63.81993240831429,1.0934083853127436,5.507258679556749,40.92062833565123,90.03714393329632,2019,3,15,4,1,58.713344506143684,55.18071757079847,55.73543716480073,55.06163613908628
2019-03-16,42.98013537768928,4.024854455800707,7.8159308737050734,43.73620503560856,90.05015114520226,2019,3,16,5,1,56.20743555933616,55.07266048740517,63.81993240831429,60.52149800534183
2019-03-17,60.27052018890788,2.8340920355275627,4.26703528236312,45.31901379539114,90.42785610690456,2019,3,17,6,1,56.6183440991782,55.411765041760596,42.98013537768928,57.39416041001364
2019-03-18,56.67838977711637,2.156979087890618,2.372220581772689,41.65839226905311,91.21485390714928,2019,3,18,0,1,57.22346717010288,55.585192783854005,60.27052018890788,52.4425282806436
2019-03-19,54.83026445248994,4.600332732065922,4.035831603857405,44.04309719055991,89.53121029278039,2019,3,19,1,1,56.833897541872155,55.44131795663363,56.67838977711637,57.557251850105054
2019-03-20,56.86625185639055,1.4645558408021024,5.035589925917351,38.73485904831028,90.45721106492722,2019,3,20,2,1,55.88299017510129,55.481488473355235,54.83026445248994,63.522603423786585
2019-03-21,46.55175016960233,4.823675315821276,2.9715380397932822,43.91474037926994,90.82380752101508,2019,3,21,3,1,54.57103489007295,55.52621378237596,56.86625185639055,55.73543716480073
2019-03-22,55.47338207231299,2.2558668695094117,5.9486133083389525,41.02079977514526,89.77719297700155,2019,3,22,4,1,53.37867055635847,55.51773457506433,46.55175016960233,63.81993240831429
2019-03-23,58.43945113795304,4.553614689234725,7.986496334061203,43.27624654557366,92.6838503057276,2019,3,23,5,1,55.58714423639616,55.723580485946094,55.47338207231299,42.98013537768928
2019-03-24,64.12550527299564,3.411771505917846,4.710436855888663,42.198909183235806,90.0446425265104,2019,3,24,6,1,56.137856391265835,56.164863262347765,58.43945113795304,60.27052018890788
2019-03-25,54.22683072681358,4.30682943896595,4.128371340381276,45.3681007468404,90.23965399545742,2019,3,25,0,1,55.78763366979401,56.05868561338911,64.12550527299564,56.67838977711637
2019-03-26,52.85786057260964,4.936052652841857,4.4042250010068,41.01126013815039,89.94173586178758,2019,3,26,1,1,55.50586168695396,55.83425019471801,54.22683072681358,54.83026445248994
2019-03-27,54.47369013804664,2.153621751274983,2.690877070371207,44.04820273751139,92.72947680126735,2019,3,27,2,1,55.16406715576198,55.67755743649498,52.85786057260964,56.86625185639055
2019-03-28,61.64163271337346,4.844541941630371,7.299641608557343,42.26683392335217,91.4948548452479,2019,3,28,3,1,57.319764662015004,56.05214081220951,54.47369013804664,46.55175016960233
2019-03-29,58.79052444205527,2.557927579609681,4.488953933128112,42.542096601483415,90.01631051292394,2019,3,29,4,1,57.79364214340676,56.24061482868842,61.64163271337346,55.47338207231299
2019-03-30,54.580114643815406,2.5420476189476893,4.323646468549048,42.52385847874182,92.07008698054672,2019,3,30,5,1,57.24230835852995,56.17925765838708,58.79052444205527,58.43945113795304
2019-03-31,59.877399597111136,2.3615484170180228,5.958141637582846,41.23307876362952,91.17550701849478,2019,3,31,6,1,56.63543611911788,56.184358144946,54.580114643815406,64.12550527299564
2019-04-01,57.87859694717832,3.165630429390341,4.652200525586741,42.9290857483619,91.2430146478366,2019,4,1,0,2,57.15711700774141,56.36254687837198,59.877399597111136,54.22683072681358
2019-04-02,62.31858092199632,1.6165801727139484,5.889400812847076,42.8648459434891,90.6522369204918,2019,4,2,1,2,58.50864848622522,56.63707764179853,57.87859694717832,52.85786057260964
2019-04-03,54.04723726883887,3.2148459414320447,2.368677740784725,43.50548159210371,90.25825104480644,2019,4,3,2,2,58.44772664776697,56.78660472404706,62.31858092199632,54.47369013804664
2019-04-04,56.00133877413055,3.166819249640016,6.882340062333364,43.22487009423348,91.3563860333372,2019,4,4,3,2,57.64197037073227,57.013508905854636,54.04723726883887,61.64163271337346
2019-04-05,55.76125551035236,4.04760725041948,7.643023717276415,44.68470760962973,90.48448560680616,2019,4,5,4,2,57.20921766620329,56.894883345494,56.00133877413055,58.79052444205527
2019-04-06,50.48636830424631,4.334599847750342,5.892592316956316,44.968594450057495,92.85728136889604,2019,4,6,5,2,56.62439676055055,56.507070951603936,55.76125551035236,54.580114643815406
2019-04-07,59.36669119912354,2.761765401249696,7.727395573152864,41.05318928186466,89.782187536597,2019,4,7,6,2,56.55143841798089,56.650572786938504,50.48636830424631,59.877399597111136
2019-04-08,59.273512943593865,2.209332997405975,2.90859388621978,44.924839634259314,92.5985883172142,2019,4,8,0,2,56.75071213175454,56.608973284880236,59.36669119912354,57.87859694717832
2019-04-09,58.07595063480047,2.037339589268378,4.864497136882122,40.84748048641556,90.96206559808064,2019,4,9,1,2,56.14462209072657,56.63169962570647,59.273512943593865,62.31858092199632
2019-04-10,56.959594453606194,1.7784953468194875,5.610840403672683,44.42872382446824,91.38342308341868,2019,4,10,2,2,56.5606731171219,56.782268498138556,58.07595063480047,54.04723726883887
2019-04-11,51.13782317912361,1.2305903287960995,5.49041988452712,44.52534832515601,91.9284480185462,2019,4,11,3,2,55.865885174978054,56.56828754243917,56.959594453606194,56.00133877413055
2019-04-12,56.19359704444264,2.3697919153388534,4.408770674534259,39.496095679982766,90.4759938594315,2019,4,12,4,2,55.92764825127666,56.32398732979437,51.13782317912361,55.76125551035236
2019-04-13,56.66539784452935,2.080990768523133,4.028506456197569,43.5375466639241,91.98144444165374,2019,4,13,5,2,56.81036675703138,56.354986019118655,56.19359704444264,50.48636830424631
2019-04-14,54.44973084994886,4.865669543465629,2.7609441353025126,42.44745465170215,88.42060510409308,2019,4,14,6,2,56.10794385000643,56.04264596717315,56.66539784452935,59.36669119912354
2019-04-15,57.73683540662066,3.230835305000176,4.35045470337367,41.899775070109534,90.41911232877148,2019,4,15,0,2,55.88841848758169,56.53453596813753,54.44973084994886,59.273512943593865
2019-04-16,60.64566501791716,2.38910815612203,2.975964890632911,46.1518689549358,90.22599195717152,2019,4,16,1,2,56.25552054231264,56.54704079577117,57.73683540662066,58.07595063480047
2019-04-17,68.13848700879088,3.321870403974784,6.406194058953311,42.17566471982045,89.90750165466001,2019,4,17,2,2,57.85250519305331,56.92904403682699,60.64566501791716,56.959594453606194
2019-04-18,59.66259333579118,1.556786805382782,3.25298561296754,41.903127850416695,90.95700573147198,2019,4,18,3,2,59.07032950114867,57.090121666270356,68.13848700879088,51.13782317912361
2019-04-19,60.15960299413956,2.776174996808812,2.351391831707203,43.70013029622048,91.5686634402518,2019,4,19,4,2,59.636901779676805,57.199900037528664,59.66259333579118,56.19359704444264
2019-04-20,58.581768230588665,3.5049372856842558,5.314196826903406,44.95277861636463,91.89652637308856,2019,4,20,5,2,59.91066897768528,57.60090063956154,60.15960299413956,56.66539784452935
2019-04-21,49.44228850181805,2.955591327169805,5.57137839631641,43.33116065930505,91.44569603430884,2019,4,21,6,2,59.19532007080945,57.399864187211705,58.581768230588665,54.44973084994886
2019-04-22,58.98572196996092,2.607115202617297,7.231478367683033,45.98005763022131,90.55007871473406,2019,4,22,0,2,59.37373243700092,57.4180732149453,49.44228850181805,57.73683540662066
2019-04-23,59.5015891658059,4.975393555598792,5.461889674506091,44.74212657036849,91.59574151997194,2019,4,23,1,2,59.210293029556446,57.26394267803899,58.98572196996092,60.64566501791716
2019-04-24,71.59879544742095,4.521259048595708,4.072885122340674,39.35661131453495,91.3619636795168,2019,4,24,2,2,59.7046228065036,57.84300816872589,59.5015891658059,68.13848700879088
2019-04-25,58.40292682998267,3.4936238326377604,6.818071289157923,42.68695873454129,92.18468705512112,2019,4,25,3,2,59.52467044853096,58.02784371063832,71.59879544742095,59.66259333579118
2019-04-26,60.954615134450094,3.277509444729131,5.241673359124526,42.65506717040942,92.0365204926358,2019,4,26,4,2,59.638243611432465,58.243874543851774,58.40292682998267,60.15960299413956
2019-04-27,59.35546634314957,3.482641919298336,2.4756817077871505,44.77033198352916,91.30101310614408,2019,4,27,5,2,59.74877191322688,58.167668998177646,60.954615134450094,58.581768230588665
2019-04-28,53.76778177247189,1.805248431289733,5.39510336187948,38.5948346714796,90.38423658858136,2019,4,28,6,2,60.366699523320285,58.000244242524865,59.35546634314957,49.44228850181805
2019-04-29,65.40743280203841,2.5805509730572744,7.4481112725299745,48.97534690922077,90.63949234142969,2019,4,29,0,2,61.284086785045645,58.361154847798964,53.76778177247189,58.98572196996092
2019-04-30,63.53513066179094,1.1578381315635973,4.377875752989324,44.97223838913124,90.75360604014293,2019,4,30,1,2,61.86030699875779,58.483079216621626,65.40743280203841,59.5015891658059
2019-05-01,63.812772002466055,2.9021841499473067,3.7779548113988,44.24079851473571,90.99908196838383,2019,5,1,2,2,60.748017935192806,58.68088505179788,63.53513066179094,71.59879544742095
2019-05-02,55.39282176217088,3.1720983358306527,2.8608167421081205,46.339039047296126,91.59335163240904,2019,5,2,3,2,60.31800292550541,58.45002641313703,63.812772002466055,58.40292682998267
2019-05-03,67.03587735971884,1.9109989444128384,2.908673131612144,48.696070427640585,92.0514284974665,2019,5,3,4,2,61.18675467197237,58.88298108283303,55.39282176217088,60.954615134450094
2019-05-04,53.09479725997069,4.856115388662055,4.596628906050913,45.78311431874965,91.29608831684224,2019,5,4,5,2,60.29237337437538,58.78609636569437,67.03587735971884,59.35546634314957
2019-05-05,63.1204848118272,4.637818443748968,5.574078944969177,45.97210593007358,91.37428470027724,2019,5,5,6,2,61.628473808569005,59.03140400907686,53.09479725997069,53.76778177247189
2019-05-06,71.2206242407695,3.888572941823624,2.4836924310176105,44.368718493616605,91.51241911989597,2019,5,6,0,2,62.45892972838773,59.72254587362764,63.1204848118272,65.40743280203841
2019-05-07,55.39781125495992,3.1335465150614503,7.637411534150994,43.85714564551144,90.8641604042828,2019,5,7,1,2,61.296455527411865,59.59024987548885,71.2206242407695,63.53513066179094
2019-05-08,57.60115100149326,4.47987663859074,6.530801704671175,43.22146497179305,90.46562636229132,2019,5,8,2,2,60.40908109870146,59.534504477418835,55.39781125495992,63.812772002466055
2019-05-09,61.01304324383908,1.5226093752938517,5.519743509701976,42.55369058393127,89.64653362514274,2019,5,9,3,2,61.21196988179692,59.63240756438678,57.60115100149326,55.39282176217088
2019-05-10,58.07955491671363,4.16203917709954,6.970632025633945,42.86474507551886,90.71777506689574,2019,5,10,4,2,59.93249524708189,59.669739579823705,61.01304324383908,67.03587735971884
2019-05-11,52.925762800857726,1.4992832558673932,2.48112054087268,41.57052005378939,91.89702278075956,2019,5,11,5,2,59.908347467208614,59.72933756721484,58.07955491671363,53.09479725997069
2019-05-12,61.104041599112286,4.176842650197622,4.8610332663987466,44.15274778866281,90.7319187919714,2019,5,12,6,2,59.62028415110649,59.89301905237049,52.925762800857726,63.1204848118272
2019-05-13,55.53185492534538,2.103070273005428,5.7805587611699805,40.96801424313759,91.2079760951042,2019,5,13,0,2,57.37903139176018,59.855234288397696,61.104041599112286,71.2206242407695
2019-05-14,63.29348241604557,4.508362324072756,6.971917436709735,44.752041153435286,91.9231673224616,2019,5,14,1,2,58.50698441477242,60.150026007267584,55.53185492534538,55.39781125495992
2019-05-15,56.4105458605944,4.776168375301591,6.700817360295607,44.330405596620686,91.98837843399112,2019,5,15,2,2,58.336897966072584,60.105816355733374,63.29348241604557,57.60115100149326
2019-05-16,68.83948582574487,1.5951838776204623,3.6624154982803976,44.72979611703624,90.39910898792158,2019,5,16,3,2,59.45496119205912,60.378943715994296,56.4105458605944,61.01304324383908
2019-05-17,57.25569410786975,2.850702420261574,7.6452810173552255,43.424521087780384,92.48665409906044,2019,5,17,4,2,59.33726679079571,60.016183952630264,68.83948582574487,58.07955491671363
2019-05-18,59.6437997574163,4.92394951265074,2.7460750485852223,50.65536367573888,92.62789773448144,2019,5,18,5,2,60.296986356018365,60.01555750001776,57.25569410786975,52.925762800857726
2019-05-19,65.4038401941868,2.9336297438925865,7.250801711726913,47.254733443296,90.38165069042655,2019,5,19,6,2,60.91124329817187,60.190365406686006,59.6437997574163,61.104041599112286
2019-05-20,55.26407929406242,4.45419009005818,7.825641497627711,42.07827535032344,90.69861658052314,2019,5,20,0,2,60.872989636560014,60.07977577546846,65.4038401941868,55.53185492534538
2019-05-21,62.637847318146605,3.3549260885252794,3.0629211393357534,45.06595523290418,92.72449703582964,2019,5,21,1,2,60.77932747971731,60.51962773601276,55.26407929406242,63.29348241604557
2019-05-22,68.11840818543186,2.5013196316784074,6.332396385222712,43.41706547973324,91.39750573394733,2019,5,22,2,2,62.45187924040837,60.82405060986178,62.637847318146605,56.4105458605944
2019-05-23,53.62742501010733,2.143134222103481,2.241713112667991,42.63697701975056,89.33553421026996,2019,5,23,3,2,60.27872769531729,60.628245138005155,68.11840818543186,68.83948582574487
2019-05-24,62.67015724446875,1.812892364344349,4.43253695083493,42.01865103847502,90.16658355550828,2019,5,24,4,2,61.05222242911715,60.33062386457342,53.62742501010733,57.25569410786975
2019-05-25,63.1285486919431,4.047192765510789,5.097699795186044,45.5960872697989,91.32784833758764,2019,5,25,5,2,61.550043705478124,60.48814459330544,62.67015724446875,59.6437997574163
2019-05-26,65.8203958484813,2.5461620272921115,5.483871355457804,43.40175212569875,90.4251282149947,2019,5,26,6,2,61.609551656091625,60.65033728377315,63.1285486919431,65.4038401941868
2019-05-27,55.80867470409809,3.0451018488030046,7.615623489491357,46.73302335144581,91.18569999716202,2019,5,27,0,2,61.687351000382435,60.53211089580476,65.8203958484813,55.26407929406242
2019-05-28,55.47329196196088,2.969301920004728,6.033504123765168,46.81779444001378,91.64247288400122,2019,5,28,1,2,60.6638430923559,60.58896123545439,55.80867470409809,62.637847318146605
2019-05-29,64.7674296243605,3.309116116932525,4.887667707315422,47.6109174889333,93.08328417687152,2019,5,29,2,2,60.18513186934571,60.567627796198465,55.47329196196088,68.11840818543186
2019-05-30,63.7247919313357,4.462308582498209,6.858050217595336,43.1911738939197,91.34152855912818,2019,5,30,3,2,61.62761285809262,60.57394983851662,64.7674296243605,53.62742501010733
2019-05-31,63.57447958579291,4.922957374333718,7.703196925726454,45.87953735500943,92.7154771774479,2019,5,31,4,2,61.75680176399607,60.56600675796085,63.7247919313357,62.67015724446875
2019-06-01,64.13640315044216,2.630336834295268,2.132396892093745,46.22657327446752,93.08264844243106,2019,6,1,5,2,61.90078097235307,60.85745947090323,63.57447958579291,63.1285486919431
2019-06-02,59.08618526395858,4.310075688425212,7.895127633536232,44.04616719853249,93.09915085226557,2019,6,2,6,2,60.93875088884983,60.59246973437789,64.13640315044216,65.8203958484813
2019-06-03,63.72972412654981,4.058111178618871,2.5167928343820822,43.48383834151217,91.9605486788182,2019,6,3,0,2,62.0703293777715,60.94696729659719,59.08618526395858,55.80867470409809
2019-06-04,64.11596477613196,3.294115805822293,6.886320675612568,48.27928229540737,89.72345784011283,2019,6,4,1,2,63.304996922653096,60.980149962074016,63.72972412654981,55.47329196196088
2019-06-05,59.16099208840047,4.824188574447732,3.6820085153084743,45.54809142287703,92.15852475587484,2019,6,5,2,2,62.5040772746588,60.57816222366171,64.11596477613196,64.7674296243605
